fish_id,species,common_name,waterbody_name,kingdom,phylum,class,order,family,genus,status,feeding_type,temp_max,weight_max,length_max,temp_pref_min,temp_pref_max,temp_range,fecundity_mean,fecundity_min,fecundity_max,trophic_lvl_estimate,trophic_lvl,wb_ph_min,wb_ph_max,wb_salinity_min,wb_salinity_max,wb_do_min,wb_do_max,wb_bod_min,wb_bod_max,wb_turbidity_min,wb_turbidity_max,wb_temp_min,wb_temp_max
F0001,Copella arnoldi,Splash tetra,Amazon Basin,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,5.5,5.5,0.0,0.0,5.5,5.5,2.0,2.0,4.0,4.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Demerara River Wismar,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,6.2,6.2,0.0,0.0,6.0,6.0,3.0,3.0,6.0,6.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Yarakita River,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,5.3,5.3,0.0,0.0,5.0,5.0,2.0,2.0,3.0,3.0,26.5,26.5
F0001,Copella arnoldi,Splash tetra,Arauau River,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,5.4,5.4,0.0,0.0,5.2,5.2,2.0,2.0,4.0,4.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,"Kurupung River, Upper Mazaruni District",Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,6.0,6.0,0.0,0.0,4.5,4.5,4.0,4.0,20.0,20.0,26.0,26.0
F0001,Copella arnoldi,Splash tetra,Suriname River Kabel Station,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,6.8,6.8,0.0,0.0,6.0,6.0,3.0,3.0,15.0,15.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Dalibane Creek,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,6.0,6.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Lane Creek,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,6.0,6.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Luci River,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,Established,predator,,0.328,3.489,25,29,4,175,150.0,200.0,,3.26,5.8,5.8,0.0,0.0,5.0,5.0,2.0,2.0,4.0,4.0,27.0,27.0
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Rio Tapajós (Santarém waterfront),Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Established,variable,,0.5,3.8,23,28,5,6390,4680.0,8100.0,,2.91,6.0,7.0,0.0,0.0,0.11,1.69,,,,,28.7,31.1
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Tapajós tributaries (general),Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Established,variable,,0.5,3.8,23,28,5,6390,4680.0,8100.0,,2.91,5.5,7.0,0.0,0.0,5.0,7.0,,,,,29.0,32.0
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Rio Cuiabá (Mato Grosso),Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,Reported,variable,,0.5,3.8,23,28,5,6390,4680.0,8100.0,,2.91,6.2,7.5,0.0,0.0,3.0,3.0,,,,,26.0,30.0
F0003,Pethia gelius,Golden barb,"Ganga River, Bijnor",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,Native,Omnivore,,0.629,4.9,18,22,4,85,70.0,100.0,,3.3,7.6,8.1,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,"Ganga River, Narora",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,Native,Omnivore,,0.629,4.9,18,22,4,85,70.0,100.0,,3.3,7.9,7.9,0.01,0.15,7.9,7.9,3.36,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,"Ganga River, Farrukhabad",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,Native,Omnivore,,0.629,4.9,18,22,4,85,70.0,100.0,,3.3,7.5,8.0,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,"Ganga River, Prayagraj (Allahabad)",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,Native,Omnivore,,0.629,4.9,18,22,4,85,70.0,100.0,,3.3,7.4,7.8,0.01,0.15,7.66,7.66,3.36,3.36,3.7,523.0,7.22,29.52
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Rio Negro,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Native / Established,Omnivore,,1.003,3.572,22,26,4,,,,,3.180000067,4.0,5.0,0.0,0.0,9.0,13.0,,,,,24.0,30.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Solimões / Middle Amazon (Mamirauá),Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Native / Established,Omnivore,,1.003,3.572,22,26,4,,,,,3.180000067,6.5,7.0,0.0,0.0,-1.0,5.8,,,,,20.0,29.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,"Palumeu River (upper Palumeu watershed, southeastern Suriname)",Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Native / Established,Omnivore,,1.003,3.572,22,26,4,,,,,3.180000067,6.25,7.09,0.0,0.0,1.72,7.42,,,,,22.6,23.9
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,"Sipaliwini & Kutari rivers (Kwamalasamutu region, SW Suriname)",Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Native / Established,Omnivore,,1.003,3.572,22,26,4,,,,,3.180000067,5.7,7.4,0.0,0.0,4.2,5.4,,,22.0,22.0,26.0,29.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Oyapock / Oiapoque estuary (lower Oyapock / coastal rivers between French Guiana & Amapá),Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,Native / Established,Omnivore,,1.003,3.572,22,26,4,,,,,3.180000067,6.0,6.8,0.0,0.0,5.0,10.0,,,,,,
F0005,Danio rerio,Zebra danio,"Ganga River, Varanasi / Prayagraj",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Native / Established,predator,5.15,5,2.8,18,24,6,450,400.0,500.0,,3.21,7.2,8.5,0.0,0.0,5.7,7.8,1.4,2.1,-1.0,55.0,20.0,30.0
F0005,Danio rerio,Zebra danio,"Padma River, Bheramara (Kushtia)",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Native / Established,,5.15,5,2.8,18,24,6,450,400.0,500.0,,3.21,7.3,8.0,0.0,0.0,-1.0,7.59,-1.0,3.21,,,24.0,30.0
F0005,Danio rerio,Zebra danio,"Brahmaputra River, Guwahati / Kamrup stretches",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Native / Established,,5.15,5,2.8,18,24,6,450,400.0,500.0,,3.21,6.8,7.9,0.0,0.0,4.9,7.9,0.8,1.2,,,18.0,26.0
F0005,Danio rerio,Zebra danio,Korotoa River (Bogura),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Native / Established,,5.15,5,2.8,18,24,6,450,400.0,500.0,,3.21,7.1,7.6,0.0,0.0,-1.0,2.17,-1.0,2.64,,,25.86,25.86
F0005,Danio rerio,Zebra danio,McCauley Spring (Sandoval Co.),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Native / Established,,5.15,5,2.8,18,24,6,450,400.0,500.0,,3.21,,,0.0,0.0,,,,,,,,
F0006,Devario aequipinnatus,Giant danio,Kallar River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Native / Established,predator,,5,11.25,22,24,2,,300.0,,,2.9,6.5,7.6,0.0,0.0,4.8,9.3,1.13,20.0,,,,
F0006,Devario aequipinnatus,Giant danio,Dibru River (Dibru-Saikhowa region),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Native / Established,,,5,11.25,22,24,2,,300.0,,,2.9,6.5,8.3,0.0,0.0,4.3,16.0,5.62,28.8,,,15.5,32.75
F0006,Devario aequipinnatus,Giant danio,Stanley Reservoir,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Native / Established,,,5,11.25,22,24,2,,300.0,,,2.9,6.5,8.3,0.0,0.0,4.2,8.7,,,,,22.0,30.0
F0007,Esomus metallicus,Striped Flying Barb,Upstream Bangpakong River,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,Native / Established,,,5.06,6.4,22,26,4,,,,,3.03,7.2,7.3,16.7,17.5,5.2,5.7,2.7,3.7,74.8,154.4,29.1,29.5
F0007,Esomus metallicus,Striped Flying Barb,Upstream Bangpakong River,,,,,,,,,,,,,,,,,,,,7.4,7.5,0.3,0.5,3.4,4.0,4.1,6.0,143.7,161.4,29.8,30.0
F0007,Esomus metallicus,Striped Flying Barb,Maeklong watershed,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,Native / Established,,,5.06,6.4,22,26,4,,,,,3.03,7.0,7.0,,,7.3,7.3,,,6.0,6.0,24.3,24.3
F0007,Esomus metallicus,Striped Flying Barb,Chao Phraya,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,Native / Established,,,5.06,6.4,22,26,4,,,,,3.03,7.6,7.6,,,6.4,6.4,,,2.0,2.0,27.0,27.0
F0007,Esomus metallicus,Striped Flying Barb,Mekong River,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,Native / Established,,,5.06,6.4,22,26,4,,,,,3.03,,,0.5,0.5,4.0,8.0,1.0,3.0,,,22.0,30.0
F0008,Cobitis taenia,Spined loach,"Langueyú stream, Urban reach",Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Reported,,4.714286,5.675,8.285,14,18,4,250,550.0,400.0,3.3,,0.3,8.31,31.92,539.22,1.44,1.8,,,,,3.16,23.28
F0008,Cobitis taenia,Spined loach,Ajó river / Río de la Plata estuarine,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Reported,,4.714286,5.675,8.285,14,18,4,250,550.0,400.0,3.3,,0.8,6.5,4.1,17.1,1.0,8.5,,,,,5.3,17.0
F0008,Cobitis taenia,Spined loach,Suquía River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Reported,,4.714286,5.675,8.285,14,18,4,250,550.0,400.0,3.3,,,,,,-1.0,3.4,,,,,,
F0008,Cobitis taenia,Spined loach,Laguna del Diario,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Reported,,4.714286,5.675,8.285,14,18,4,250,550.0,400.0,3.3,,,,,,,,,,,,,
F0009,Pseudorasbora parva,Stone moroko,Lake Trasimeno (Italy),Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,Reported,Omnivores,3.666667,6.3,10.41667,2,22,20,1443.25,524.0,2733.667,,3.22,8.2,9.74,,,1.97,17.0,,,,,6.3,28.3
F0009,Pseudorasbora parva,Stone moroko,Tiber River basin,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,Invasive,Omnivores,3.666667,6.3,10.41667,2,22,20,1443.25,524.0,2733.667,,3.22,7.11,8.92,,,1.97,17.0,,,,,6.3,28.3
F0009,Pseudorasbora parva,Stone moroko,Lake Bracciano (Italy),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,Recorded,Omnivores,3.666667,6.3,10.41667,2,22,20,1443.25,524.0,2733.667,,3.22,,,,,,,,,,,,
F0009,Pseudorasbora parva,Stone moroko,Lake Balaton (Hungary),Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,Recorded,Omnivores,3.666667,6.3,10.41667,2,22,20,1443.25,524.0,2733.667,,3.22,8.4,8.4,,,1.97,17.0,,,,,23.0,23.0
F0009,Pseudorasbora parva,Stone moroko,Lake Neusiedl / Neusiedler See,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,Recorded,Omnivores,3.666667,6.3,10.41667,2,22,20,1443.25,524.0,2733.667,,3.22,,,,,1.8,1.8,,,,,,
F0009,Pseudorasbora parva,Stone moroko,Danube River,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,Recorded,Omnivores,3.666667,6.3,10.41667,2,22,20,1443.25,524.0,2733.667,,3.22,,,,,5.7,8.8,,,,,,
F0010,Corydoras paleatus,Peppered corydoras,Río de la Plata estuary,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Reported,predator,,6.4,5.6,18,23,5,,,,,2.94,6.6,7.5,,,1.2,8.2,0.5,2.5,15.0,80.0,,
F0010,Corydoras paleatus,Peppered corydoras,Lower Paraná River,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Reported,predator,,6.4,5.6,18,23,5,,,,,2.94,6.5,8.0,,,4.0,8.0,,,10.0,100.0,15.0,28.0
F0010,Corydoras paleatus,Peppered corydoras,Uruguay River,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Reported,predator,,6.4,5.6,18,23,5,,,,,2.94,6.8,8.0,,,4.0,8.0,,,100.0,100.0,12.0,24.0
F0010,Corydoras paleatus,Peppered corydoras,Patos Lagoon,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,Reported,predator,,6.4,5.6,18,23,5,,,,,2.94,6.5,8.0,,,5.0,8.0,0.5,3.0,10.0,80.0,10.0,27.0
F0011,Poecilia vivipara,Southern molly,Catingosa Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,,,36.4,36.4,8.5,8.5,,,,,,
F0011,Poecilia vivipara,Southern molly,Garcas Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,,,20.5,20.5,4.6,4.6,,,,,,
F0011,Poecilia vivipara,Southern molly,Preta Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,,,14.0,14.0,8.4,8.4,,,,,,
F0011,Poecilia vivipara,Southern molly,Carapebus Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,,,13.4,13.4,9.7,9.7,,,,,,
F0011,Poecilia vivipara,Southern molly,Imboassica Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,,,0.4,0.4,9.7,9.7,,,,,,
F0011,Poecilia vivipara,Southern molly,Cabiúnas Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,,,0.2,0.2,6.9,6.9,,,,,,
F0011,Poecilia vivipara,Southern molly,Araruama Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,6.2,9.3,,,,,,,,,,
F0011,Poecilia vivipara,Southern molly,Iriry Lagoon,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,Invasive,predator,,6.48,6.7,26,28,2,,,,,3.2,5.3,5.3,,,,,,,,,26.0,26.0
F0012,Chirostoma jordani,Charal,Lake Chapala,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Failed,,,8.06,11.1,,,,,,,3.2,,7.0,9.6,0.4,0.6,5.6,5.6,30.0,30.0,20.0,30.0,23.0,25.0
F0012,Chirostoma jordani,Charal,Lake Pátzcuaro,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Failed,,,8.06,11.1,,,,,,,3.2,,8.3,8.3,-1.0,175.2,2.0,7.9,,,60.2,60.2,15.0,23.0
F0012,Chirostoma jordani,Charal,Lake Cuitzeo,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Failed,,,8.06,11.1,,,,,,,3.2,,9.0,9.0,-1.0,4.0,-1.0,4.0,,,,,6.0,22.0
F0012,Chirostoma jordani,Charal,Lake Zirahuén (Zirahuen),Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Failed,,,8.06,11.1,,,,,,,3.2,,6.5,7.2,-1.0,4.0,-1.0,6.0,,,7.0,7.0,23.0,25.0
F0012,Chirostoma jordani,Charal,Lerma River ,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,Failed,,,8.06,11.1,,,,,,,3.2,,7.4,8.5,430.0,640.0,-1.0,5.0,-1.0,30.0,20.0,30.0,23.0,25.0
F0013,Parambassis ranga,Indian glassy fish,Chalan Beel (Bangladesh),Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,Established,,3,8.41,8.3,20,30,10,,,,,3.46,7.1,7.8,0.0,0.0,6.2,6.2,,,,,27.68,27.68
F0013,Parambassis ranga,Indian glassy fish,"Nong Leng Sai Wetland (Phayao, Thailand)",Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,Established,,3,8.41,8.3,20,30,10,,,,,3.46,,,0.0,0.0,,,,,,,,
F0013,Parambassis ranga,Indian glassy fish,"Shari Goyain River, Bangladesh",Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,Established,,3,8.41,8.3,20,30,10,,,,,3.46,,,0.0,0.0,,,,,,,,
F0014,Danio albolineatus,Pearl danio,Mekong River ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Established,predator,,10.52,7.29,20,25,5,,,,,3.03,7.0,7.0,0.0,0.0,6.5,6.5,2.0,2.0,20.0,20.0,25.0,25.0
F0014,Danio albolineatus,Pearl danio,Irrawaddy (Ayeyarwady) River ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Established,predator,,10.52,7.29,20,25,5,,,,,3.03,6.8,6.8,0.0,0.0,5.5,5.5,3.0,3.0,40.0,40.0,27.0,27.0
F0014,Danio albolineatus,Pearl danio,Salween (Thanlwin / Salouen) River ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Established,predator,,10.52,7.29,20,25,5,,,,,3.03,7.2,7.2,0.0,0.0,6.0,6.0,2.5,2.5,30.0,30.0,24.0,24.0
F0014,Danio albolineatus,Pearl danio,Mae Khlong River ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Established,predator,,10.52,7.29,20,25,5,,,,,3.03,7.5,7.5,0.0,0.5,6.8,6.8,1.5,1.5,25.0,25.0,28.0,28.0
F0014,Danio albolineatus,Pearl danio,Sumatra rivers ,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Established,predator,,10.52,7.29,20,25,5,,,,,3.03,6.5,6.5,0.0,0.5,4.5,4.5,4.0,4.0,80.0,80.0,29.0,29.0
F0015,Rhodeus sinensis,Chinese bitterling,Liangzi Lake,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,Established,,,11.8,7.383333,,,,,,,2.5,,,,,,,,1.5,1.5,,,17.3,17.3
F0015,Rhodeus sinensis,Chinese bitterling,Gaoqiao River ,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,Established,,,11.8,7.383333,,,,,,,2.5,,7.83,7.83,,,9.1,9.1,2.3,2.3,,,,
F0015,Rhodeus sinensis,Chinese bitterling,Honghu Lake ,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,Established,,,11.8,7.383333,,,,,,,2.5,,7.59,7.59,,,9.47,9.47,,,,,16.6,16.6
F0015,Rhodeus sinensis,Chinese bitterling,Poyang Lake ,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,Established,,,11.8,7.383333,,,,,,,2.5,,,,,,,,,,,,,
F0015,Rhodeus sinensis,Chinese bitterling,Dongjiang / Pearl River system,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,Established,,,11.8,7.383333,,,,,,,2.5,,,,,,8.8,8.8,,,,,,
F0016,Barbodes semifasciolatus,Chinese barb,"Typical stream, Hainan Island ",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,Established,variable,,11.9,6.2,18,24,6,,,300.0,,2.77,8.0,8.0,,,,,,,,,31.9,31.9
F0016,Barbodes semifasciolatus,Chinese barb,"Nuʻuanu Reservoir, Oʻahu",Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,Established,variable,,11.9,6.2,18,24,6,,,300.0,,2.77,,,,,,,,,,,,
F0017,Anabas testudineus,Climbing perch,Laguna de Bay,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,Invasive,predator,,13.2,17.44,22,30,8,30864.3,12570.8,49157.8,,2.76,9.12,9.12,0.7455,0.7455,7.54,7.54,1.93,1.93,,,,
F0017,Anabas testudineus,Climbing perch,"Chilika Lake, Rambha",Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,Invasive,predator,,13.2,17.44,22,30,8,30864.3,12570.8,49157.8,,2.76,7.4,8.5,,,6.1,9.0,1.1,2.4,,,,
F0017,Anabas testudineus,Climbing perch,Cempaka ,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,Invasive,predator,,13.2,17.44,22,30,8,30864.3,12570.8,49157.8,,2.76,5.73,5.73,,,0.74,5.1,,,,,32.4,33.8
F0017,Anabas testudineus,Climbing perch,Thai koi / culture pond ,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,Invasive,predator,,13.2,17.44,22,30,8,30864.3,12570.8,49157.8,,2.76,1.4,6.0,0.0,0.0,1.2,6.5,,,,,1.5,24.0
F0018,Rhinogobius giurinus,Oriental River Goby,"Lake Erhai (Yunnan, China) ",Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,Established,,1.45,14.9,9.533333,,,,,,,,3.21,7.5,10.01,0.0,0.0,2.0,102.0,,,,,,
F0018,Rhinogobius giurinus,Oriental River Goby,"Tikub Lake (Tiaong, Quezon, Philippines) ",Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,Established,,1.45,14.9,9.533333,,,,,,,,3.21,8.63,8.63,0.0,0.0,5.4,5.4,,,,,32.0,32.0
F0018,Rhinogobius giurinus,Oriental River Goby,"Kawahara Lake (Nagasaki, Japan) ",Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobius,Established,,1.45,14.9,9.533333,,,,,,,,3.21,,,0.0,0.0,,,,,,,,
F0019,Umbra limi,Central mudminnow,"Osprey Marsh (Ontario, Canada)",Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,Established,predator,,14.91,10.6,17,22,5,,,1500.0,,3.53,,,0.0,0.0,2.0,159.0,,,,,13.0,31.0
F0019,Umbra limi,Central mudminnow,"Pushaw Lake (Penobscot Co., Maine, USA) ",Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,Established,predator,,14.91,10.6,17,22,5,,,1500.0,,3.53,,,0.0,0.0,8.2,8.2,,,,,20.0,24.0
F0019,Umbra limi,Central mudminnow,Souris / Mouse River,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,Established,predator,,14.91,10.6,17,22,5,,,1500.0,,3.53,,,,,5.0,5.0,,,,,,
F0019,Umbra limi,Central mudminnow,St. Clair National Wildlife Centre / Long Point region ,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,Established,predator,,14.91,10.6,17,22,5,,,1500.0,,3.53,,,0.0,0.0,,,,,,,6.0,21.0
F0019,Umbra limi,Central mudminnow,Long Point Bay / Lake Erie ,Animalia,Chordata,Actinopterygii,Esociformes,Umbridae,Umbra,Established,predator,,14.91,10.6,17,22,5,,,1500.0,,3.53,,,0.0,0.0,,,,,,,,
F0020,Mystus tengara,Tengara catfish,Joydia Baor,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,8.53,8.53,,,7.07,7.07,,,,,28.53,28.53
F0020,Mystus tengara,Tengara catfish,Baluhar Baor,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,8.31,8.31,,,6.58,6.58,,,,,28.31,28.31
F0020,Mystus tengara,Tengara catfish,Fatehpur Baor,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,9.3,9.3,,,8.82,8.82,,,,,29.17,29.17
F0020,Mystus tengara,Tengara catfish,Marjad Baor,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,7.62,7.62,,,4.6,4.6,,,,,25.17,25.17
F0020,Mystus tengara,Tengara catfish,Padma River (Bheramara / Rajshahi),Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,6.5,8.0,,,4.35,10.47,1.26,3.12,,,18.36,18.36
F0020,Mystus tengara,Tengara catfish,Ganges River (Rajshahi stretch),Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,6.5,8.0,,,4.35,10.47,1.26,3.12,,,18.36,18.36
F0020,Mystus tengara,Tengara catfish,Jamuna River ,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,7.14,8.63,,,7.0,7.0,,,,,18.0,30.0
F0020,Mystus tengara,Tengara catfish,Rupsha River / Mathabhanga ,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,,,,,,,,,,,,
F0020,Mystus tengara,Tengara catfish,Ashura Beel / Dikshi / Medi / Mara Beel,Animalia,Chordata,Actinopterygii,Siluriformes,Bagridae,Mystus,Reported,predator,,15,11.2,,,,2976.5,720.0,5233.0,,3.2,,,,,,,,,,,,
