fish_id,species,common_name,kingdom,phylum,class,order,family,genus,status,feeding_type,temp_max,weight_max,length_max,temp_pref_min,temp_pref_max,temp_range_min,temp_range_max,trophic_lvl_estimate_min,trophic_lvl_estimate_max,trophic_lvl,fecundity_mean,fecundity_min,fecundity_max,waterbody_name,wb_ph_min,wb_ph_max,wb_salinity_min,wb_salinity_max,wb_do_min,wb_do_max,wb_bod_min,wb_bod_max,wb_turbidity_min,wb_turbidity_max,wb_temp_min,wb_temp_max
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Amazon Basin,5.5,5.5,0.0,0.0,5.5,5.5,2.0,2.0,4.0,4.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Demerara River Wismar,6.2,6.2,0.0,0.0,6.0,6.0,3.0,3.0,6.0,6.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Yarakita River,5.3,5.3,0.0,0.0,5.0,5.0,2.0,2.0,3.0,3.0,26.5,26.5
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Arauau River,5.4,5.4,0.0,0.0,5.2,5.2,2.0,2.0,4.0,4.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,"Kurupung River, Upper Mazaruni District",6.0,6.0,0.0,0.0,4.5,4.5,4.0,4.0,20.0,20.0,26.0,26.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Suriname River Kabel Station,6.8,6.8,0.0,0.0,6.0,6.0,3.0,3.0,15.0,15.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Dalibane Creek,6.0,6.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Lane Creek,6.0,6.0,0.0,0.0,5.0,5.0,2.0,2.0,5.0,5.0,27.0,27.0
F0001,Copella arnoldi,Splash tetra,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Copella,established,predator,,0.328,3.489,25,29,4.0,4.0,,,3.26,175,150.0,200.0,Luci River,5.8,5.8,0.0,0.0,5.0,5.0,2.0,2.0,4.0,4.0,27.0,27.0
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,established,other,,0.5,3.8,23,28,5.0,5.0,,,2.91,6390,4680.0,8100.0,Rio Tapajós (Santarém waterfront),6.0,7.0,0.0,0.0,0.11,1.69,137.7,415.98,16.79,23.69,28.7,31.1
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,established,other,,0.5,3.8,23,28,5.0,5.0,,,2.91,6390,4680.0,8100.0,Tapajós tributaries (general),5.5,7.0,0.0,0.0,5.0,7.0,137.7,403.98,24.89,31.367,29.0,32.0
F0002,Hyphessobrycon pulchripinnis,Lemon tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,reported,other,,0.5,3.8,23,28,5.0,5.0,,,2.91,6390,4680.0,8100.0,Rio Cuiabá (Mato Grosso),6.2,7.5,0.0,0.0,3.0,3.0,137.7,415.98,16.79,23.69,26.0,30.0
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Bijnor",7.6,8.1,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Narora",7.9,7.9,0.01,0.15,7.9,7.9,3.36,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Farrukhabad",7.5,8.0,0.01,0.15,6.0,6.0,3.83,3.83,3.7,523.0,7.22,29.52
F0003,Pethia gelius,Golden barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pethia,other,omnivore,,0.629,4.9,18,22,4.0,4.0,,,3.3,85,70.0,100.0,"Ganga River, Prayagraj (Allahabad)",7.4,7.8,0.01,0.15,7.66,7.66,3.36,3.36,3.7,523.0,7.22,29.52
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,73500.0,215395.15,Rio Negro,4.0,5.0,0.0,0.0,9.0,13.0,3.31,3.2700000000000005,4.7,4.880000000000001,24.0,30.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,73500.0,215395.15,Solimões / Middle Amazon (Mamirauá),6.5,7.0,0.0,0.0,-1.0,5.8,25.4,117.4,17.04,17.2,20.0,29.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,73500.0,215395.15,"Palumeu River (upper Palumeu watershed, southeastern Suriname)",6.25,7.09,0.0,0.0,1.72,7.42,3.1300000000000003,3.1000000000000005,8.14,8.6,22.6,23.9
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,73500.0,215395.15,"Sipaliwini & Kutari rivers (Kwamalasamutu region, SW Suriname)",5.7,7.4,0.0,0.0,4.2,5.4,25.4,117.4,22.0,22.0,26.0,29.0
F0004,Hemigrammus ocellifer,Head-and-taillight tetra,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hemigrammus,established,omnivore,,1.003,3.572,22,26,4.0,4.0,,,3.180000067,,73500.0,215395.15,Oyapock / Oiapoque estuary (lower Oyapock / coastal rivers between French Guiana & Amapá),6.0,6.8,0.0,0.0,5.0,10.0,3.1300000000000003,3.1000000000000005,8.14,8.6,24.919999999999998,26.728999999999996
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,"Ganga River, Varanasi / Prayagraj",7.2,8.5,0.0,0.0,5.7,7.8,1.4,2.1,-1.0,55.0,20.0,30.0
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,"Padma River, Bheramara (Kushtia)",7.3,8.0,0.0,0.0,-1.0,7.59,-1.0,3.21,0.47000000000000003,265.3,24.0,30.0
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,"Brahmaputra River, Guwahati / Kamrup stretches",6.8,7.9,0.0,0.0,4.9,7.9,0.8,1.2,6.31,9.3,18.0,26.0
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,Korotoa River (Bogura),7.1,7.6,0.0,0.0,-1.0,2.17,-1.0,2.64,3.05,212.2,25.86,25.86
F0005,Danio rerio,Zebra danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,other,5.15,5,2.8,18,24,6.0,6.0,,,3.21,450,400.0,500.0,McCauley Spring (Sandoval Co.),8.0,8.0,0.0,0.0,7.859999999999999,7.840000000000001,4.263,4.3370000000000015,18.426,42.7,23.76,25.044999999999998
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,predator,,5,11.25,22,24,2.0,2.0,,,2.9,,300.0,2758.9334000000003,Kallar River,6.5,7.6,0.0,0.0,4.8,9.3,1.13,20.0,2.8,412.4,8.693000000000001,20.327
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,other,,5,11.25,22,24,2.0,2.0,,,2.9,,300.0,3031.3334000000004,Dibru River (Dibru-Saikhowa region),6.5,8.3,0.0,0.0,4.3,16.0,5.62,28.8,68.48299999999999,290.546,15.5,32.75
F0006,Devario aequipinnatus,Giant danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,established,other,,5,11.25,22,24,2.0,2.0,,,2.9,,300.0,3031.3334000000004,Stanley Reservoir,6.5,8.3,0.0,0.0,4.2,8.7,137.7,406.88,24.19,31.367,22.0,30.0
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,5057.88,17414.000000000004,Upstream Bangpakong River,7.2,7.3,16.7,17.5,5.2,5.7,2.7,3.7,74.8,154.4,29.1,29.5
F0007,Esomus metallicus,Striped Flying Barb,,,,,,,other,other,,,,,,9.639999999999999,9.639999999999999,,,,,2419.6333,13083.3,Upstream Bangpakong River,7.4,7.5,0.3,0.5,3.4,4.0,4.1,6.0,143.7,161.4,29.8,30.0
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,5057.88,17414.000000000004,Maeklong watershed,7.0,7.0,0.33999999999999997,0.4382999999999999,7.3,7.3,3.847,3.8299999999999996,6.0,6.0,24.3,24.3
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,5057.88,17414.000000000004,Chao Phraya,7.6,7.6,30.579,34.022000000000006,6.4,6.4,28.863999999999997,40.9464,2.0,2.0,27.0,27.0
F0007,Esomus metallicus,Striped Flying Barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Danionidae,Esomus,established,other,,5.06,6.4,22,26,4.0,4.0,,,3.03,,5057.88,17414.000000000004,Mekong River,6.81,8.39,0.5,0.5,4.0,8.0,1.0,3.0,3.6,7.1,22.0,30.0
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,"Langueyú stream, Urban reach",0.3,8.31,31.92,539.22,1.44,1.8,5.697,7.3260000000000005,45.07,44.849999999999994,3.16,23.28
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,Ajó river / Río de la Plata estuarine,0.8,6.5,4.1,17.1,1.0,8.5,16.824800000000003,41.208000000000006,5.218,20.933999999999997,5.3,17.0
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,Suquía River,7.040000000000001,7.648000000000001,2.168,8.0,-1.0,3.4,17.532999999999998,70.6,15.330000000000002,21.95,14.831999999999999,24.0
F0008,Cobitis taenia,Spined loach,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,other,4.714286,5.675,8.285,14,18,4.0,4.0,3.3,3.3,,250,550.0,400.0,Laguna del Diario,7.1,8.292,0.303,0.34,5.82,8.846,3.742,3.9810000000000003,20.168,52.67,19.318000000000005,20.580000000000005
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,reported,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Trasimeno (Italy),8.2,9.74,0.37,0.4143,1.97,17.0,5.141,6.555,19.472,22.558,6.3,28.3
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,invasive,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Tiber River basin,7.11,8.92,2.228,4.771,1.97,17.0,29.964,77.09,1.15,21.844,6.3,28.3
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Bracciano (Italy),7.511,8.042,0.334,0.42099999999999993,7.17,8.66,4.32,4.187,13.288,16.97,15.6,20.759999999999998
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Balaton (Hungary),8.4,8.4,0.29400000000000004,0.33399999999999996,1.97,17.0,4.32,4.257,13.788,18.11,23.0,23.0
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Lake Neusiedl / Neusiedler See,6.4030000000000005,7.747,0.10000000000000035,0.10000000000000012,1.8,1.8,3.01,3.571,20.054,26.1,16.2,19.72
F0009,Pseudorasbora parva,Stone moroko,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pseudorasbora,other,omnivore,3.666667,6.3,10.41667,2,22,20.0,20.0,,,3.22,1443.25,524.0,2733.667,Danube River,6.919999999999999,8.038,0.30800000000000005,0.441,5.7,8.8,16.638,37.4,4.8919999999999995,26.790000000000003,16.0,18.46
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,48536.189,334798.55,Río de la Plata estuary,6.6,7.5,7.6,22.169999999999998,1.2,8.2,0.5,2.5,15.0,80.0,21.45,26.45
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,48536.189,334798.55,Lower Paraná River,6.5,8.0,2.15,6.050000000000001,4.0,8.0,1.52,6.1,10.0,100.0,15.0,28.0
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,48536.189,334798.55,Uruguay River,6.8,8.0,82.7,136.05,4.0,8.0,322.73,256.44,100.0,100.0,12.0,24.0
F0010,Corydoras paleatus,Peppered corydoras,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Corydoras,reported,predator,,6.4,5.6,18,23,5.0,5.0,,,2.94,,48536.189,334798.55,Patos Lagoon,6.5,8.0,8.9,25.9,5.0,8.0,0.5,3.0,10.0,80.0,10.0,27.0
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Catingosa Lagoon,7.5,7.5,36.4,36.4,8.5,8.5,264.63,272.64,44.3,222.02000000000004,26.616000000000003,27.2
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Garcas Lagoon,6.890000000000001,6.9,20.5,20.5,4.6,4.6,16.5716,27.566399999999998,32.39,46.215999999999994,24.780000000000005,26.54
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Preta Lagoon,5.203999999999999,5.659999999999999,14.0,14.0,8.4,8.4,15.348999999999998,47.04600000000001,22.702,22.69,25.7,26.1
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Carapebus Lagoon,6.989,7.339,13.4,13.4,9.7,9.7,267.93,239.51999999999998,32.913,42.38,26.616000000000003,27.2
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Imboassica Lagoon,7.321000000000001,7.595999999999999,0.4,0.4,9.7,9.7,9.699,20.633,15.419999999999998,18.119999999999997,25.98,26.1
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Cabiúnas Lagoon,7.2,7.210000000000003,0.2,0.2,6.9,6.9,15.39,36.3,12.86,17.47,26.616000000000003,27.0
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Araruama Lagoon,6.2,9.3,7.83,18.5,1.3800000000000001,12.67,14.5,44.9264,9.847999999999999,33.2,26.688,27.088000000000005
F0011,Poecilia vivipara,Southern molly,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,invasive,predator,,6.48,6.7,26,28,2.0,2.0,,,3.2,,282.85,835.7,Iriry Lagoon,5.3,5.3,4.59,7.367999999999999,9.850000000000001,11.39,10.9528,19.657,21.66,24.736,26.0,26.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.639999999999999,9.639999999999999,3.2,3.2,,,103771.53300000001,690153.7,Lake Chapala,7.0,9.6,0.4,0.6,5.6,5.6,30.0,30.0,20.0,30.0,23.0,25.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.639999999999999,9.639999999999999,3.2,3.2,,,103771.53300000001,690153.7,Lake Pátzcuaro,8.3,8.3,-1.0,175.2,2.0,7.9,3.343,3.839,60.2,60.2,15.0,23.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.639999999999999,9.639999999999999,3.2,3.2,,,103771.53300000001,690153.7,Lake Cuitzeo,9.0,9.0,-1.0,4.0,-1.0,4.0,2.9519999999999995,5.08,26.619999999999997,180.7,6.0,22.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.639999999999999,9.639999999999999,3.2,3.2,,,103771.53300000001,690153.7,Lake Zirahuén (Zirahuen),6.5,7.2,-1.0,4.0,-1.0,6.0,3.719,4.04,7.0,7.0,23.0,25.0
F0012,Chirostoma jordani,Charal,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Chirostoma,failed,other,,8.06,11.1,,,9.639999999999999,9.639999999999999,3.2,3.2,,,103771.53300000001,690153.7,Lerma River ,7.4,8.5,430.0,640.0,-1.0,5.0,-1.0,30.0,20.0,30.0,23.0,25.0
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3,8.41,8.3,20,30,10.0,10.0,,,3.46,,67910.519,514221.98,Chalan Beel (Bangladesh),7.1,7.8,0.0,0.0,6.2,6.2,11.665000000000001,16.9974,12.2,34.0,27.68,27.68
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3,8.41,8.3,20,30,10.0,10.0,,,3.46,,67910.519,514221.98,"Nong Leng Sai Wetland (Phayao, Thailand)",6.519999999999999,8.32,0.0,0.0,4.41,8.98,2.4400000000000004,2.54,17.0,23.65,19.626,25.635
F0013,Parambassis ranga,Indian glassy fish,Animalia,Chordata,Actinopterygii,Perciformes,Ambassidae,Parambassis,established,other,3,8.41,8.3,20,30,10.0,10.0,,,3.46,,67910.519,514221.98,"Shari Goyain River, Bangladesh",7.24,7.269999999999999,0.0,0.0,6.875,6.936999999999999,2.75,3.62,11.05,39.4,20.68,24.72
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,53276.15700000001,345958.81,Mekong River ,7.0,7.0,0.0,0.0,6.5,6.5,2.0,2.0,20.0,20.0,25.0,25.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,53276.15700000001,345958.81,Irrawaddy (Ayeyarwady) River ,6.8,6.8,0.0,0.0,5.5,5.5,3.0,3.0,40.0,40.0,27.0,27.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,53276.15700000001,345958.81,Salween (Thanlwin / Salouen) River ,7.2,7.2,0.0,0.0,6.0,6.0,2.5,2.5,30.0,30.0,24.0,24.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,53276.15700000001,345958.81,Mae Khlong River ,7.5,7.5,0.0,0.5,6.8,6.8,1.5,1.5,25.0,25.0,28.0,28.0
F0014,Danio albolineatus,Pearl danio,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,established,predator,,10.52,7.29,20,25,5.0,5.0,,,3.03,,53276.15700000001,345958.81,Sumatra rivers ,6.5,6.5,0.0,0.5,4.5,4.5,4.0,4.0,80.0,80.0,29.0,29.0
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,9.639999999999999,9.639999999999999,2.5,2.5,,,38388.45,106031.215,Liangzi Lake,7.7,7.69,121.34,139.0,7.640000000000002,7.63,1.5,1.5,87.29,100.08,17.3,17.3
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,9.639999999999999,9.639999999999999,2.5,2.5,,,38388.45,106031.215,Gaoqiao River ,7.83,7.83,30.016000000000002,32.968999999999994,9.1,9.1,2.3,2.3,32.55,31.0,14.86,18.48
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,9.639999999999999,9.639999999999999,2.5,2.5,,,38388.45,106031.215,Honghu Lake ,7.59,7.59,86.9,108.468,9.47,9.47,13.3526,14.0084,48.45,47.589999999999996,16.6,16.6
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,9.639999999999999,9.639999999999999,2.5,2.5,,,38388.45,106031.215,Poyang Lake ,6.827000000000001,7.88,12.934000000000001,26.130000000000003,5.9,7.556,77.5368,251.64000000000001,33.306,88.86,17.6,19.32
F0015,Rhodeus sinensis,Chinese bitterling,Animalia,Chordata,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus,established,other,,11.8,7.383333,,,9.639999999999999,9.639999999999999,2.5,2.5,,,38388.45,106031.215,Dongjiang / Pearl River system,7.699000000000001,7.68,29.1,32.099,8.8,8.8,14.742,23.8528,32.82,53.58,17.919999999999998,21.06
F0016,Barbodes semifasciolatus,Chinese barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,established,other,,11.9,6.2,18,24,6.0,6.0,,,2.77,,190.5,300.0,"Typical stream, Hainan Island ",8.0,8.0,5.35,13.891,10.035,10.346,22.444,111.6,26.78,102.53800000000001,31.9,31.9
F0016,Barbodes semifasciolatus,Chinese barb,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbodes,established,other,,11.9,6.2,18,24,6.0,6.0,,,2.77,,190.5,300.0,"Nuʻuanu Reservoir, Oʻahu",7.797999999999999,7.909999999999999,3.042,8.760000000000002,10.09,10.178,19.445,115.7,1.7,147.78,22.0,26.3
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,Laguna de Bay,9.12,9.12,0.7455,0.7455,7.54,7.54,1.93,1.93,33.160000000000004,31.73,19.03,22.060000000000002
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,"Chilika Lake, Rambha",7.4,8.5,16.6,29.1,6.1,9.0,1.1,2.4,10.0,35.77,25.119999999999997,27.819
F0017,Anabas testudineus,Climbing perch,Animalia,Chordata,Actinopterygii,Anabantiformes,Anabantidae,Anabas,invasive,predator,,13.2,17.44,22,30,8.0,8.0,,,2.76,30864.3,12570.8,49157.8,Cempaka ,5.73,5.73,303.992,494.0,0.74,5.1,303.83000000000004,264.12,73.09,105.09,32.4,33.8
