fish_id,species,common_name,kingdom,phylum,class,order,family,genus,status,feeding_type,temp_max,weight_max,length_max,temp_pref_min,temp_pref_max,temp_range_min,temp_range_max,trophic_lvl_estimate_min,trophic_lvl_estimate_max,trophic_lvl,fecundity_mean,fecundity_min,fecundity_max,waterbody_name,wb_ph_min,wb_ph_max,wb_salinity_min,wb_salinity_max,wb_do_min,wb_do_max,wb_bod_min,wb_bod_max,wb_turbidity_min,wb_turbidity_max,wb_temp_min,wb_temp_max
F0149,Cichla piquiti,Azul peacock bass,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,established,other,,4900,,,,9.639999999999999,9.639999999999999,4.2,4.2,,,2283.6,10193.8,Bunot Lake (San Pablo),6.5,7.5,0.0,0.5,4.49,4.99,4.49,4.99,23.04,26.92,31.12,33.81
F0149,Cichla piquiti,Azul peacock bass,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,established,other,,4900,,,,9.639999999999999,9.639999999999999,4.2,4.2,,,2283.6,10193.8,Calibato Lake (San Pablo),6.5,7.5,0.0,0.5,4.49,4.99,4.49,4.99,23.04,26.92,31.12,33.81
F0149,Cichla piquiti,Azul peacock bass,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,established,other,,4900,,,,9.639999999999999,9.639999999999999,4.2,4.2,,,2283.6,10193.8,Palakpakin Lake (San Pablo),6.5,7.5,0.0,0.5,4.49,4.99,4.49,4.99,23.04,26.92,31.12,33.81
F0149,Cichla piquiti,Azul peacock bass,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,established,other,,4900,,,,9.639999999999999,9.639999999999999,4.2,4.2,,,2283.6,10193.8,Pandin Lake (San Pablo),6.5,7.5,0.0,0.5,4.49,4.99,4.49,4.99,23.04,26.92,31.12,33.81
F0149,Cichla piquiti,Azul peacock bass,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Cichla,established,other,,4900,,,,9.639999999999999,9.639999999999999,4.2,4.2,,,2283.6,10193.8,Yambo Lake (San Pablo),6.5,7.5,0.0,0.5,4.49,4.99,4.49,4.99,23.04,26.92,31.12,33.81
F0150,Boulengerochromis microlepis,Giant cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Boulengerochromis,failed,other,,5000,66,24,26,2.0,2.0,,,4.5,,3855.725,10000.0,Lake Tanganyika (General),8.3,9.0,0.0,0.0,5.0,7.0,37.025999999999996,103.225,0.5,1.0,24.0,28.0
F0150,Boulengerochromis microlepis,Giant cichlid,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Boulengerochromis,failed,other,,5000,66,24,26,2.0,2.0,,,3.26,,3855.725,10000.0,"Lake Tanganyika (Pemba, DRC)",8.7,8.7,0.0,0.0,8.132,8.649,2.9099999999999997,2.6599999999999997,18.55,19.55,25.5,25.5
F0151,Scleropages jardinii,Australian bonytongue,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,reported,other,,5073.333,70,15,,9.639999999999999,9.639999999999999,,,3.26,80,30.0,130.0,Laguna de Bay,6.5,6.5,0.1,0.1,4.5,4.5,3.0,3.0,15.0,15.0,28.0,28.0
F0151,Scleropages jardinii,Australian bonytongue,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,reported,other,,5073.333,70,15,,9.639999999999999,9.639999999999999,,,3.26,80,30.0,130.0,Magat Reservoir,7.0,7.0,0.05,0.05,5.0,5.0,2.5,2.5,10.0,10.0,26.0,26.0
F0151,Scleropages jardinii,Australian bonytongue,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,reported,other,,5073.333,70,15,,9.639999999999999,9.639999999999999,,,3.26,80,30.0,130.0,Dao River,7.2,7.2,0.02,0.02,6.0,6.0,2.0,2.0,5.0,5.0,24.0,24.0
F0152,Micropterus punctulatus,Spotted bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,,5100,,,,9.639999999999999,9.639999999999999,,,3.56,,2866.4835,7260.467,"San Antonio River, Texas",7.5,7.5,0.0,0.0,5.3,9.7,19.532,124.6,3.45,58.129999999999995,16.75,22.06
F0152,Micropterus punctulatus,Spotted bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,,5100,,,,9.639999999999999,9.639999999999999,,,3.56,,2866.4835,7260.467,"Tchefuncte River, Louisiana",6.8,7.2,0.0,0.0,6.0,8.0,2.6999999999999997,4.4300000000000015,3.5,5.0,20.0,25.0
F0152,Micropterus punctulatus,Spotted bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,,5100,,,,9.639999999999999,9.639999999999999,,,3.56,,2866.4835,7260.467,"Pearl River, Louisiana",6.5,7.5,0.0,0.1,6.0,8.0,27.756,79.97999999999999,2.0,4.0,18.0,22.0
F0152,Micropterus punctulatus,Spotted bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,,5100,,,,9.639999999999999,9.639999999999999,,,3.56,,2866.4835,7260.467,"Lower San Antonio River, Texas",7.5,7.5,0.0,0.0,5.3,9.7,3.3299999999999996,3.4299999999999997,16.8,16.55,13.0,25.2
F0153,Oncorhynchus aguabonita,Golden trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,established,predator,,5100,,,,12.0,12.0,,,3.34,,1297.4,11104.057,Golden Trout Creek,7.5,8.2,0.0,0.0,8.2,8.2,12.930000000000001,20.709,11.0,11.0,16.0,16.0
F0153,Oncorhynchus aguabonita,Golden trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,established,predator,,5100,,,,12.0,12.0,,,3.34,,1297.4,11104.057,Little Kern River,7.5,8.2,0.0,0.0,8.2,8.2,2.9699999999999998,3.0,11.0,11.0,16.0,16.0
F0153,Oncorhynchus aguabonita,Golden trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,established,predator,,5100,,,,12.0,12.0,,,3.34,,1297.4,11104.057,Volcanic Creek,7.5,8.2,0.0,0.0,8.2,8.2,18.387,64.726,11.0,11.0,16.0,16.0
F0153,Oncorhynchus aguabonita,Golden trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,established,predator,,5100,,,,12.0,12.0,,,3.34,,1297.4,11104.057,Kern Plateau Streams,7.5,8.2,0.0,0.0,8.2,8.2,5.839,14.626,11.0,11.0,16.0,16.0
F0153,Oncorhynchus aguabonita,Golden trout,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,established,predator,,5100,,,,12.0,12.0,,,3.34,,1297.4,11104.057,Golden Trout Wilderness,7.5,8.2,0.0,0.0,8.2,8.2,12.930000000000001,20.709,11.0,11.0,16.0,16.0
F0154,Oncorhynchus masou,Masu salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,invasive,predator,3.35,5250,46.325,,,12.0,12.0,,,3.6,2070,1215.0,2925.0,"Lake Biwa, Japan",7.5,7.5,0.0,0.0,9.0,9.0,7.989,14.7814,9.43,14.36,15.0,15.0
F0154,Oncorhynchus masou,Masu salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,invasive,predator,3.35,5250,46.325,,,12.0,12.0,,,3.6,2070,1215.0,2925.0,"Chichiawan Creek, Taiwan",7.1,7.1,0.0,0.0,8.5,8.5,10.35,18.3874,6.1,7.659000000000001,12.0,12.0
F0154,Oncorhynchus masou,Masu salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,invasive,predator,3.35,5250,46.325,,,12.0,12.0,,,3.6,2070,1215.0,2925.0,"Kaoshan Stream, Taiwan",7.2,7.2,0.0,0.0,8.7,8.7,9.939,19.787399999999998,10.55,14.3,12.5,12.5
F0154,Oncorhynchus masou,Masu salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,invasive,predator,3.35,5250,46.325,,,12.0,12.0,,,3.6,2070,1215.0,2925.0,"Tsuru River, Japan",7.8,7.8,0.0,0.0,10.0,10.0,16.442,69.46000000000001,33.94,117.35,13.0,13.0
F0154,Oncorhynchus masou,Masu salmon,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,invasive,predator,3.35,5250,46.325,,,12.0,12.0,,,3.6,2070,1215.0,2925.0,"Kita River, Japan",7.6,7.6,0.0,0.0,9.5,9.5,7.989,14.7814,9.41,11.959999999999999,14.0,14.0
F0155,Amia calva,Bowfin,Animalia,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia,established,predator,21.5,5291.333,73.65,15,20,5.0,5.0,,,3.81,43800,23600.0,67000.0,"San Agustin Wetlands, Romblon",6.5,7.5,0.0,0.5,4.0,6.0,1.0,3.0,5.0,10.0,28.0,30.0
F0155,Amia calva,Bowfin,Animalia,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia,established,predator,21.5,5291.333,73.65,15,20,5.0,5.0,,,3.81,43800,23600.0,67000.0,Laguna de Bay,6.5,7.5,0.0,0.5,4.0,6.0,1.0,3.0,5.0,10.0,28.0,30.0
F0155,Amia calva,Bowfin,Animalia,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia,established,predator,21.5,5291.333,73.65,15,20,5.0,5.0,,,3.81,43800,23600.0,67000.0,Laguna River,6.5,7.5,0.0,0.5,4.0,6.0,1.0,3.0,5.0,10.0,28.0,30.0
F0155,Amia calva,Bowfin,Animalia,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia,established,predator,21.5,5291.333,73.65,15,20,5.0,5.0,,,3.81,43800,23600.0,67000.0,Laguna Creek,6.5,7.5,0.0,0.5,4.0,6.0,1.0,3.0,5.0,10.0,28.0,30.0
F0155,Amia calva,Bowfin,Animalia,Chordata,Actinopterygii,Amiiformes,Amiidae,Amia,established,predator,21.5,5291.333,73.65,15,20,5.0,5.0,,,3.81,43800,23600.0,67000.0,Laguna Stream,6.5,7.5,0.0,0.5,4.0,6.0,1.0,3.0,5.0,10.0,28.0,30.0
F0156,Micropterus dolomieu,Smallmouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,19.66667,5410,,9,30,21.0,21.0,,,4.09,9500,5000.0,14000.0,"Susquehanna River, PA",7.2,9.4,12.171000000000001,22.419999999999998,5.0,20.0,81.71000000000001,251.63999999999996,30.79,43.3,15.2,21.080000000000002
F0156,Micropterus dolomieu,Smallmouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,19.66667,5410,,9,30,21.0,21.0,,,4.09,9500,5000.0,14000.0,"Juniata River, PA",7.2,9.4,11.412,22.060000000000002,5.0,5.0,78.39,289.12,19.39,30.18,13.0,20.919999999999998
F0156,Micropterus dolomieu,Smallmouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,19.66667,5410,,9,30,21.0,21.0,,,4.09,9500,5000.0,14000.0,"Nkoro River, Nigeria",6.1,8.5,5.0,17.0,3.2,7.3,40.519999999999996,227.6,25.375999999999998,55.879999999999995,24.0,32.0
F0156,Micropterus dolomieu,Smallmouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,19.66667,5410,,9,30,21.0,21.0,,,4.09,9500,5000.0,14000.0,"Narta Lagoon, Albania",7.9,8.2,8.463,17.554,6.5,12.2,43.04,495.3,0.3,2.7,19.0,29.0
F0156,Micropterus dolomieu,Smallmouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,19.66667,5410,,9,30,21.0,21.0,,,4.09,9500,5000.0,14000.0,"Madison Lake, MN",7.0,8.5,2.002,15.924000000000001,6.5,12.2,178.26,227.13999999999996,10.09,54.78000000000001,11.459999999999999,20.7
F0156,Micropterus dolomieu,Smallmouth bass,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,invasive,predator,19.66667,5410,,9,30,21.0,21.0,,,4.09,9500,5000.0,14000.0,"Pearl Lake, MN",7.0,8.5,13.001,24.390000000000004,6.5,12.2,76.49,251.63999999999996,24.934,59.86,12.8,21.22
F0157,Osteoglossum bicirrhosum,Arawana,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,failed,predator,,5437.143,82.05,24,30,6.0,6.0,,,3.39,,2898.1,15095.942000000001,Amazon River Basin,6.0,7.5,0.0,0.5,5.0,8.0,1.0,3.0,5.0,10.0,24.0,30.0
F0157,Osteoglossum bicirrhosum,Arawana,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,failed,predator,,5437.143,82.05,24,30,6.0,6.0,,,3.39,,2898.1,15095.942000000001,Essequibo River Basin,6.0,7.5,0.0,0.5,5.0,8.0,1.0,3.0,5.0,10.0,24.0,30.0
F0157,Osteoglossum bicirrhosum,Arawana,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Osteoglossum,failed,predator,,5437.143,82.05,24,30,6.0,6.0,,,3.39,,2898.1,15095.942000000001,Oyapock River Basin,6.0,7.5,0.0,0.5,5.0,8.0,1.0,3.0,5.0,10.0,24.0,30.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Hudson River, NY",7.0,8.0,0.1,0.3,6.0,8.0,1.0,3.0,5.0,10.0,10.0,20.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Embarras River, IL",7.2,8.1,0.0,0.2,7.5,9.0,2.0,4.0,3.0,8.0,12.0,22.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Kankakee River, IL",7.3,8.2,0.0,0.1,6.5,8.5,1.5,3.5,4.0,9.0,11.0,21.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Red River below Lake Texoma, TX",7.4,8.3,0.0,0.2,6.0,8.0,1.0,2.5,6.0,12.0,15.0,25.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Grand River, Ontario",7.0,8.0,0.0,0.1,7.0,9.0,1.0,2.0,2.0,6.0,10.0,20.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Lake of the Woods, MN",7.5,8.2,0.0,0.1,8.0,10.0,1.0,2.0,3.0,7.0,8.0,18.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Illinois River, IL",7.0,8.0,0.0,0.2,6.5,8.5,2.0,4.0,5.0,10.0,12.0,22.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Santee River, SC",7.2,8.1,0.0,0.1,7.0,9.0,1.5,3.0,4.0,8.0,14.0,24.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"St. Lawrence River, ON",7.0,8.0,0.0,0.1,7.5,9.5,1.0,2.5,3.0,7.0,9.0,19.0
F0158,Moxostoma macrolepidotum,Shorthead redhorse,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,reported,other,14,5440,,,,9.639999999999999,9.639999999999999,,,3.13,,3362.4,18000.0,"Prairie River, MN",7.3,8.2,0.0,0.1,8.0,10.0,1.0,2.0,2.0,5.0,7.0,17.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,predator,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Lake Bourget, France",7.0,7.5,0.0,0.0,7.1049999999999995,7.409999999999999,3.37,3.6839999999999997,15.01,19.0,5.7,11.9
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Lake Geneva, France/Switzerland",7.0,7.5,0.0,0.0,8.12,8.12,3.37,3.6839999999999997,14.25,19.0,12.9,12.9
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Lake Sevan, Armenia",8.3,8.5,0.0,0.0,2.4,8.3,3.5,4.5,17.363,30.630000000000003,16.7,23.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Lake Peipus, Estonia/Russia",7.0,7.5,0.0,0.0,6.17,7.660000000000001,2.12,3.6100000000000003,8.7,18.696,4.0,16.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"River Eden, UK",7.0,7.5,0.0,0.0,6.17,7.660000000000001,15.767000000000001,62.45,11.04,35.2,4.0,16.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Llyn Tegid, Wales",7.0,7.5,0.0,0.0,5.9350000000000005,7.528999999999999,2.3000000000000003,2.37,8.500000000000002,8.440000000000001,4.0,16.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Haweswater, UK",7.0,7.5,0.0,0.0,5.955,7.6800000000000015,9.36,16.133000000000003,18.6,25.79,4.0,16.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Ullswater, UK",7.0,7.5,0.0,0.0,6.37,7.630000000000001,16.401,62.45,12.655,26.570000000000004,4.0,16.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Brothers Water, UK",7.0,7.5,0.0,0.0,5.955,7.730000000000001,23.2,64.5,7.640000000000001,14.738,4.0,16.0
F0159,Coregonus lavaretus,European whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,invasive,other,12,5452.5,59.7,,,12.0,12.0,,,3.150000095,50170.63,18021.0,82320.25,"Red Tarn, UK",7.0,7.5,0.0,0.0,6.0200000000000005,7.780000000000001,17.567,64.19,9.02,21.119999999999997,4.0,16.0
F0160,Barbus plebejus,Italian barbel,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,failed,other,,5500,60,,,9.639999999999999,9.639999999999999,,,3.38,4748.5,1052.0,8445.0,Karabel Brook,7.5,7.5,0.04,0.27,8.08,8.099999999999998,4.01,4.199,18.45,24.15,24.16,24.07
F0160,Barbus plebejus,Italian barbel,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,failed,other,,5500,60,,,9.639999999999999,9.639999999999999,,,3.38,4748.5,1052.0,8445.0,Calti Brook,7.6,7.6,0.04,0.27,6.9,6.889999999999999,19.028,41.2,4.59,7.779999999999999,24.82,24.830000000000002
F0160,Barbus plebejus,Italian barbel,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,failed,other,,5500,60,,,9.639999999999999,9.639999999999999,,,3.38,4748.5,1052.0,8445.0,Tohma Brook,7.4,7.4,0.04,0.27,7.023000000000001,7.337999999999999,26.964,91.49,2.5,13.320000000000002,18.610000000000003,18.63
F0160,Barbus plebejus,Italian barbel,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Barbus,failed,other,,5500,60,,,9.639999999999999,9.639999999999999,,,3.38,4748.5,1052.0,8445.0,Siombak Lake (Indonesia),7.2,7.8,8.6,11.0,6.220000000000001,6.380000000000001,26.034799999999997,82.376,30.066999999999997,64.8,20.49,20.44
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Ontario,7.5,7.5,0.1,0.3,6.0,8.0,2.0,4.0,1.0,3.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Erie,7.8,7.8,0.2,0.4,5.5,7.5,1.5,3.5,2.0,4.0,5.0,12.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Michigan,7.6,7.6,0.1,0.3,6.0,8.0,2.0,4.0,1.0,3.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Superior,7.9,7.9,0.1,0.3,6.5,8.5,1.0,3.0,1.0,2.5,3.0,9.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Huron,7.7,7.7,0.1,0.3,6.0,8.0,2.0,4.0,1.0,3.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Opeongo (Ontario),7.4,7.4,0.1,0.3,6.0,8.0,2.0,4.0,1.0,2.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Whitefish (Ontario),7.5,7.5,0.1,0.3,6.0,8.0,2.0,4.0,1.0,2.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Nipissing (Ontario),7.6,7.6,0.1,0.3,6.0,8.0,2.0,4.0,1.0,2.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake of the Woods (Ontario),7.5,7.5,0.1,0.3,6.0,8.0,2.0,4.0,1.0,2.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Superior (Minnesota),7.8,7.8,0.1,0.3,6.0,8.0,2.0,4.0,1.0,2.0,4.0,10.0
F0161,Coregonus clupeaformis,Lake whitefish,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,established,predator,23.83333,5525,48.5,8,14,6.0,6.0,,,3.430000067,56760,10877.2,103427.0,Lake Ontario (New York),7.6,7.6,0.1,0.3,6.0,8.0,2.0,4.0,1.0,2.0,4.0,10.0
F0162,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,invasive,other,12.66667,5650,70.53333,8,24,16.0,16.0,,,2.48,2980428,1861153.0,4099702.0,Laguna de Bay,6.8,7.2,0.5,2.5,4.5,6.2,1.2,3.4,5.0,15.0,28.0,30.0
F0162,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,invasive,other,12.66667,5650,70.53333,8,24,16.0,16.0,,,2.48,2980428,1861153.0,4099702.0,Taal Lake,7.0,7.5,0.2,1.2,5.0,6.5,1.0,2.5,4.0,12.0,26.0,28.0
F0162,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,invasive,other,12.66667,5650,70.53333,8,24,16.0,16.0,,,2.48,2980428,1861153.0,4099702.0,Lake Buluan,7.1,7.3,0.3,1.0,5.2,6.0,0.8,2.0,3.0,10.0,27.0,29.0
F0162,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,invasive,other,12.66667,5650,70.53333,8,24,16.0,16.0,,,2.48,2980428,1861153.0,4099702.0,Lake Mainit,7.0,7.4,0.4,1.5,4.8,6.3,1.1,2.8,4.0,11.0,25.0,27.0
F0162,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,invasive,other,12.66667,5650,70.53333,8,24,16.0,16.0,,,2.48,2980428,1861153.0,4099702.0,Lake Danao,7.2,7.6,0.2,1.0,5.5,6.8,0.9,2.3,2.0,8.0,24.0,26.0
F0162,Mugil cephalus,Flathead grey mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,invasive,other,12.66667,5650,70.53333,8,24,16.0,16.0,,,2.48,2980428,1861153.0,4099702.0,Lake Taal,7.1,7.5,0.3,1.2,5.0,6.5,1.0,2.5,4.0,12.0,26.0,28.0
